A,K,L,M,N,O,P,B,C,D,E,F,G,H,I,J,Q,R,S,T
corrected time (hrs),F3 corr,F5 corr,F7 corr,F9 corr,F11 corr,F13 corr,D3 corr,d5 corr,d7 corr,d9 corr,d11 corr,d13 corr,,,,,,,
18.57493,22.60491,12.15595,6.83714,4.38503,5.80526,7.48212,-12.63128,-8.62015,-6.91887,-5.65212,-4.72072,-5.3764,,,,,,,
18.57562,22.39679,12.19741,6.75754,4.14109,5.71371,7.78509,-12.65597,-8.52441,-6.81195,-5.6896,-4.73615,-5.38322,,,,,,,
18.57622,22.39462,12.01324,6.86524,4.31527,5.66016,7.44092,-12.682,-8.52796,-6.77054,-5.65415,-4.70113,-5.45548,,,,,,,
18.57692,22.07718,12.02821,6.8722,4.19526,5.57564,7.62868,-12.57811,-8.55407,-6.84246,-5.63875,-4.7829,-5.50481,,,,,,,
18.57763,22.081,12.39855,6.97211,4.23199,5.74326,7.64079,-12.36653,-8.49474,-6.77861,-5.6593,-4.6519,-5.45298,,,,,,,
18.57832,22.6657,12.25396,6.79296,4.35523,5.68804,7.56951,-12.75247,-8.56452,-6.73107,-5.64481,-4.7664,-5.44922,,,,,,,
18.57895,22.63265,12.0147,6.84792,4.17039,5.76094,7.61656,-12.75071,-8.51153,-6.73863,-5.66686,-4.70099,-5.43359,,,,,,,
18.57959,22.43474,12.23678,6.79511,4.12347,5.70458,7.6442,-12.6648,-8.57814,-6.76851,-5.68174,-4.70171,-5.39136,,,,,,,
18.58022,22.63511,12.22751,6.75785,4.24254,5.75808,7.33561,-12.61599,-8.57136,-6.77486,-5.66794,-4.73638,-5.49216,,,,,,,
18.58085,22.62122,12.0778,6.70051,4.18529,5.80737,7.47229,-12.71189,-8.61826,-6.79091,-5.68774,-4.64733,-5.38977,,,,,,,
18.58149,22.48065,12.27805,6.74124,4.24599,5.62249,7.55136,-12.64233,-8.58251,-6.72065,-5.6772,-4.72468,-5.47312,,,,,,,
18.58213,22.1907,12.03647,6.68805,4.31797,5.70676,7.45053,-12.51814,-8.53847,-6.775,-5.65519,-4.69132,-5.33977,,,,,,,
18.58277,22.34985,12.18638,6.63565,4.20992,5.54452,7.39017,-12.69267,-8.54116,-6.77743,-5.6959,-4.75414,-5.40916,,,,,,,
18.58343,22.28614,12.16497,6.6337,4.11232,5.7295,7.39797,-12.60777,-8.64269,-6.78286,-5.68524,-4.70365,-5.41496,,,,,,,
18.58411,22.22683,11.91601,6.7601,4.21575,5.71733,7.49814,-12.57068,-8.50076,-6.7993,-5.67973,-4.7035,-5.50612,,,,,,,
18.58478,22.35611,12.29749,6.8741,4.24521,5.7375,7.46919,-12.69698,-8.48594,-6.81776,-5.69105,-4.69893,-5.4435,,,,,,,
18.58543,22.63665,12.26611,6.82525,4.17495,5.70476,7.37586,-12.8131,-8.49908,-6.7763,-5.67069,-4.79797,-5.50216,,,,,,,
18.58611,22.60833,12.15136,6.57798,4.26631,5.7459,7.6316,-12.63996,-8.5903,-6.78445,-5.64518,-4.75325,-5.43571,,,,,,,
18.58675,22.36904,12.03673,6.78231,4.2262,5.65748,7.38668,-12.69913,-8.46015,-6.80275,-5.64962,-4.81117,-5.3988,,,,,,,
18.58738,22.18436,12.17817,6.97353,4.31636,5.74795,7.43959,-12.57206,-8.48031,-6.78638,-5.64553,-4.68457,-5.40638,,,,,,,
18.58803,22.232,12.12618,6.80822,4.21127,5.76245,7.50497,-12.63957,-8.51544,-6.83891,-5.64578,-4.70866,-5.44306,,,,,,,
18.58867,22.02808,11.92853,6.66694,4.3244,5.74083,7.58688,-12.58503,-8.50152,-6.84897,-5.66055,-4.68219,-5.51693,,,,,,,
18.58935,21.95821,11.89656,6.81403,4.20884,5.79696,7.2219,-12.64701,-8.57978,-6.75772,-5.65467,-4.77578,-5.49903,,,,,,,
18.58999,22.13468,12.0256,6.75766,4.28442,5.55831,7.47104,-12.52911,-8.46032,-6.75582,-5.6459,-4.67931,-5.44533,,,,,,,
18.59064,22.05672,11.8567,6.60955,4.20611,5.66353,7.36295,-12.60733,-8.49531,-6.76792,-5.64814,-4.76907,-5.53682,,,,,,,
18.59132,22.18426,12.05403,6.7841,4.22427,5.7011,7.50053,-12.54169,-8.57404,-6.82279,-5.65329,-4.76436,-5.37871,,,,,,,
18.592,22.68149,11.88585,6.74186,4.19132,5.45272,7.53097,-12.74382,-8.58941,-6.80567,-5.66179,-4.72899,-5.47684,,,,,,,
18.59265,21.9781,12.09787,6.80882,4.19348,5.72114,7.36965,-12.54909,-8.55081,-6.72506,-5.64887,-4.71312,-5.48684,,,,,,,
18.59334,22.48411,12.31045,6.77723,4.21097,5.84144,7.36588,-12.68646,-8.64455,-6.84183,-5.65584,-4.68629,-5.48905,,,,,,,
18.59393,22.19079,11.95282,6.73506,4.22984,5.8768,7.53619,-12.56835,-8.5868,-6.77324,-5.64801,-4.73951,-5.54358,,,,,,,
18.59464,22.36251,12.13082,6.72316,4.2358,5.78088,7.52189,-12.54806,-8.52124,-6.80118,-5.66334,-4.69263,-5.41808,,,,,,,
18.59533,22.55515,12.03516,6.86759,4.24191,5.77878,7.6252,-12.65264,-8.59679,-6.78973,-5.66078,-4.66917,-5.41782,,,,,,,
18.59597,22.16021,11.99642,6.76779,4.1837,5.73823,7.39687,-12.6667,-8.59934,-6.80636,-5.6606,-4.68944,-5.51434,,,,,,,
18.5966,22.4186,11.99421,6.81484,4.20136,5.71597,7.58077,-12.648,-8.58139,-6.77211,-5.65866,-4.7576,-5.41995,,,,,,,
18.59718,22.56373,12.35048,6.72506,4.30046,5.80063,7.56836,-12.59507,-8.53569,-6.81456,-5.64645,-4.70603,-5.45615,,,,,,,
18.59788,22.12983,12.01203,6.58603,4.23835,5.73221,7.7575,-12.63122,-8.46435,-6.83345,-5.66078,-4.73604,-5.41973,,,,,,,
18.59854,22.52806,12.11611,6.7189,4.22815,5.80917,7.34067,-12.67119,-8.55068,-6.74165,-5.65843,-4.72842,-5.46342,,,,,,,
18.59915,22.1109,11.90458,6.77587,4.2626,5.76935,7.47132,-12.54801,-8.52144,-6.76918,-5.65635,-4.7204,-5.47656,,,,,,,
18.59987,22.03865,11.88136,6.70415,4.35174,5.75302,7.5908,-12.54747,-8.45168,-6.83312,-5.64054,-4.76325,-5.47312,,,,,,,
18.60055,22.22815,12.11503,6.84654,4.33509,5.68562,7.5391,-12.54156,-8.49565,-6.79617,-5.63092,-4.70504,-5.38567,,,,,,,
18.60116,22.27849,12.16966,6.64969,4.16551,5.7324,7.50958,-12.47777,-8.52519,-6.73266,-5.67333,-4.69763,-5.484,,,,,,,
18.60187,22.34828,11.75536,6.82561,4.16644,5.62224,7.2421,-12.55563,-8.55208,-6.74636,-5.6705,-4.71775,-5.4599,,,,,,,
18.60255,22.43978,12.08272,6.93464,4.22742,5.89037,7.77547,-12.7171,-8.6444,-6.87113,-5.6836,-4.72098,-5.32348,,,,,,,
18.6032,22.21952,12.14057,6.74836,4.3653,5.65809,7.64161,-12.51794,-8.50769,-6.78954,-5.62285,-4.7213,-5.44446,,,,,,,
18.60385,22.21852,12.06252,6.78039,4.19747,5.7179,7.55102,-12.67794,-8.56128,-6.74481,-5.66036,-4.737,-5.5803,,,,,,,
18.60454,22.32722,11.94339,6.88126,4.28663,5.64172,7.48306,-12.64724,-8.51881,-6.76593,-5.64341,-4.72935,-5.47085,,,,,,,
18.60512,22.07222,11.96652,6.70098,4.18376,5.60853,7.36982,-12.49802,-8.50557,-6.79794,-5.66437,-4.724,-5.55048,,,,,,,
18.60581,21.83264,12.07009,6.95456,4.27555,5.71363,7.55466,-12.52975,-8.47559,-6.80349,-5.65157,-4.72599,-5.42684,,,,,,,
18.60639,22.2986,12.05209,6.9415,4.22466,5.61426,7.38976,-12.44193,-8.41908,-6.77604,-5.6262,-4.6886,-5.41254,,,,,,,
18.60709,22.08392,12.1724,6.70052,4.17728,5.59536,7.62141,-12.50503,-8.50424,-6.71753,-5.61699,-4.7331,-5.48197,,,,,,,
18.60778,22.38891,12.1994,6.82487,4.44616,5.89783,7.66639,-12.66284,-8.60761,-6.84756,-5.64785,-4.72576,-5.40748,,,,,,,
18.60837,22.38085,12.04359,6.86449,4.22739,5.67523,7.47271,-12.53652,-8.61708,-6.7818,-5.67129,-4.69041,-5.4445,,,,,,,
18.60908,22.35778,12.11526,6.77084,4.28153,5.75397,7.50533,-12.67578,-8.52759,-6.74692,-5.65595,-4.6998,-5.51568,,,,,,,
18.60978,22.3515,11.98236,6.74651,4.2362,5.72607,7.47214,-12.55688,-8.56353,-6.84278,-5.64012,-4.76908,-5.39226,,,,,,,
18.61037,22.03817,12.02148,6.75942,4.26414,5.77435,7.3146,-12.48116,-8.4675,-6.88177,-5.66031,-4.72706,-5.47338,,,,,,,
18.61107,22.0265,12.1381,6.82394,4.21618,5.74217,7.51781,-12.49694,-8.53621,-6.81317,-5.68462,-4.71588,-5.45903,,,,,,,
18.61171,22.25156,12.17605,6.73721,4.30197,5.55265,7.60579,-12.53859,-8.46851,-6.76299,-5.64224,-4.6789,-5.38362,,,,,,,
18.61235,22.05243,12.18158,6.85341,4.33581,5.92645,7.30449,-12.5782,-8.42894,-6.77067,-5.63157,-4.74046,-5.3872,,,,,,,
18.61303,22.50734,12.11817,6.81678,4.26619,5.75227,7.81063,-12.68375,-8.50995,-6.74905,-5.6734,-4.68319,-5.33384,,,,,,,
18.61368,22.38933,12.27381,6.64731,4.28095,5.66016,7.73852,-12.67897,-8.53786,-6.73861,-5.64379,-4.71239,-5.45325,,,,,,,
18.61433,22.43798,12.16296,6.73912,4.17941,5.86763,7.80155,-12.61855,-8.72941,-6.78661,-5.64693,-4.69902,-5.44611,,,,,,,
18.61502,22.11347,11.95733,6.63504,4.1958,5.67066,7.4755,-12.48921,-8.51279,-6.75878,-5.66116,-4.76027,-5.39352,,,,,,,
18.6156,22.4408,12.18143,6.87466,4.40533,6.0001,7.44528,-12.65869,-8.68714,-6.79715,-5.64262,-4.71611,-5.40893,,,,,,,
18.6163,22.52274,12.20606,6.92706,4.30975,5.92582,7.68179,-12.70953,-8.56869,-6.81053,-5.64167,-4.70675,-5.40805,,,,,,,
18.617,21.89767,12.04554,6.77738,4.18902,5.76,7.76009,-12.41938,-8.42887,-6.77939,-5.66593,-4.70458,-5.45255,,,,,,,
18.61759,22.1159,12.26604,6.6546,4.27925,5.83074,7.39977,-12.53974,-8.55498,-6.75382,-5.68315,-4.73272,-5.54454,,,,,,,
18.61829,22.52445,12.02053,6.85248,4.38202,5.85354,7.517,-12.72282,-8.56989,-6.7473,-5.65589,-4.74291,-5.37756,,,,,,,
18.61887,22.35274,12.11034,6.74453,4.19974,5.84459,7.44588,-12.63634,-8.56054,-6.75853,-5.67244,-4.72969,-5.39973,,,,,,,
18.61957,22.29726,12.02127,6.79421,4.17275,5.88354,7.54235,-12.61729,-8.51116,-6.75591,-5.65446,-4.71536,-5.51116,,,,,,,
18.62022,22.56438,12.27273,6.99737,4.4458,5.8039,7.42021,-12.60702,-8.58765,-6.72301,-5.62981,-4.72449,-5.38656,,,,,,,
18.62086,22.51095,12.18464,6.7626,4.34475,5.88235,7.24536,-12.65934,-8.48983,-6.80841,-5.62087,-4.73109,-5.49293,,,,,,,
18.62157,22.62732,11.98797,6.85794,4.26371,5.77813,7.42443,-12.68118,-8.54885,-6.86124,-5.64744,-4.69788,-5.43111,,,,,,,
18.62225,22.05997,12.28959,6.7019,4.27779,5.73064,7.6249,-12.49935,-8.52088,-6.75681,-5.64466,-4.74386,-5.41104,,,,,,,
18.62289,21.85973,11.71297,7.00644,4.29928,5.7505,7.46979,-12.45083,-8.50424,-6.8043,-5.66296,-4.67318,-5.4438,,,,,,,
18.62353,22.42521,12.23495,6.82054,4.36982,5.90484,7.66277,-12.68355,-8.53489,-6.79912,-5.64894,-4.68957,-5.37842,,,,,,,
18.62422,22.32195,12.28753,6.93017,4.33982,5.83262,7.605,-12.69077,-8.58952,-6.79478,-5.63714,-4.71482,-5.37701,,,,,,,
18.62481,21.95278,12.01984,6.76161,4.26663,5.72012,7.54799,-12.57552,-8.4289,-6.79644,-5.63799,-4.72403,-5.45228,,,,,,,
18.62552,22.32788,11.97999,6.70657,4.32373,5.82163,7.42188,-12.67135,-8.40388,-6.84384,-5.63459,-4.68632,-5.41922,,,,,,,
18.6262,22.67636,12.09122,6.89354,4.3772,5.87169,7.76242,-12.70033,-8.57475,-6.81364,-5.66591,-4.74136,-5.41162,,,,,,,
18.62687,22.68482,12.05086,6.96988,4.37837,5.78646,7.40302,-12.55512,-8.6074,-6.72836,-5.63675,-4.74719,-5.47019,,,,,,,
18.62752,22.52075,12.14339,6.7477,4.3267,5.85806,7.62052,-12.73697,-8.49772,-6.73644,-5.62978,-4.72562,-5.37109,,,,,,,
18.62818,22.7049,12.03591,6.71375,4.25905,5.82278,7.39741,-12.68534,-8.43273,-6.73583,-5.63676,-4.72681,-5.38422,,,,,,,
18.62881,22.43151,12.38289,6.76894,4.40306,5.78527,7.3857,-12.62033,-8.42011,-6.81998,-5.63122,-4.7149,-5.31567,,,,,,,
18.62951,22.58855,11.99014,6.73432,4.24223,5.73907,7.71596,-12.72682,-8.50373,-6.81056,-5.65951,-4.70911,-5.34993,,,,,,,
18.63021,22.26785,11.92378,6.77651,4.24236,5.74945,7.69566,-12.65956,-8.55644,-6.80394,-5.67504,-4.68145,-5.53874,,,,,,,
18.6309,21.93067,12.05209,6.76712,4.24007,5.82493,7.84262,-12.50118,-8.3482,-6.78519,-5.6277,-4.68019,-5.55429,,,,,,,
18.63154,22.29541,11.95674,6.82409,4.31488,5.64222,7.49998,-12.65867,-8.5218,-6.78398,-5.63928,-4.71767,-5.54595,,,,,,,
18.63218,22.13837,12.40405,6.74315,4.19735,5.80206,7.53441,-12.40273,-8.44789,-6.7889,-5.6329,-4.80741,-5.4083,,,,,,,
18.63289,22.26196,11.91129,6.66645,4.10712,5.72091,7.50711,-12.50554,-8.50303,-6.77562,-5.65443,-4.73393,-5.4315,,,,,,,
18.63357,22.24234,12.063,6.76554,4.20657,5.70187,7.6205,-12.55732,-8.45427,-6.83946,-5.65747,-4.68626,-5.39368,,,,,,,
18.63417,22.06001,12.12851,6.77353,4.36673,5.75408,7.6556,-12.61731,-8.4979,-6.79689,-5.62996,-4.73473,-5.44942,,,,,,,
18.63486,22.69525,12.12802,6.65862,4.18759,5.69587,7.63719,-12.79411,-8.63254,-6.79492,-5.66784,-4.74391,-5.38675,,,,,,,
18.63545,22.56515,12.08012,6.72112,4.22512,5.8022,7.71524,-12.68,-8.49182,-6.77307,-5.69402,-4.72928,-5.4557,,,,,,,
18.63617,22.27849,11.97165,6.71824,4.30469,5.64377,7.59539,-12.46228,-8.57208,-6.81461,-5.65499,-4.77136,-5.469,,,,,,,
18.63685,22.00663,12.13711,6.79934,4.2726,5.71654,7.6329,-12.55942,-8.56844,-6.84865,-5.68094,-4.73826,-5.48539,,,,,,,
18.63746,22.14123,11.9638,6.88338,4.21303,5.65764,7.34831,-12.47856,-8.47512,-6.72267,-5.64925,-4.7422,-5.3576,,,,,,,
18.63816,22.27761,12.09799,6.88692,4.23954,5.89274,7.55475,-12.53953,-8.4707,-6.82113,-5.68536,-4.67871,-5.40168,,,,,,,
18.63884,21.96384,12.247,6.75476,4.31839,5.80272,7.5365,-12.54227,-8.51775,-6.83717,-5.67443,-4.74711,-5.39239,,,,,,,
18.63948,22.28022,12.284,6.74158,4.24395,5.65358,7.53132,-12.52091,-8.52998,-6.73767,-5.65894,-4.77493,-5.39045,,,,,,,
18.64013,22.60235,12.2258,6.62888,4.24771,5.85505,7.39724,-12.70258,-8.53491,-6.76732,-5.66934,-4.77528,-5.45352,,,,,,,
18.64084,22.64378,12.13686,6.54462,4.18468,5.77519,7.70226,-12.74699,-8.63922,-6.75663,-5.66959,-4.75945,-5.45571,,,,,,,
18.64153,22.4405,12.07703,6.7147,4.27014,5.65681,7.57559,-12.6225,-8.582,-6.80842,-5.66547,-4.75001,-5.45759,,,,,,,
18.64221,22.23768,12.07766,6.76217,4.22431,5.8207,7.5857,-12.56438,-8.51827,-6.78911,-5.64361,-4.72131,-5.40075,,,,,,,
18.64282,22.11377,11.95772,6.87181,4.24904,5.71561,7.45158,-12.54951,-8.40166,-6.78416,-5.66084,-4.75247,-5.39977,,,,,,,
18.64353,22.24517,12.03444,6.80031,4.27806,5.75319,7.60759,-12.62409,-8.55431,-6.84051,-5.67613,-4.73947,-5.49312,,,,,,,
18.64423,22.44809,12.13944,6.75125,4.24958,5.66471,7.44273,-12.67789,-8.58685,-6.77159,-5.64622,-4.75981,-5.4055,,,,,,,
18.64482,22.51595,11.98448,6.88501,4.21754,5.61797,7.48007,-12.62169,-8.53326,-6.73509,-5.64974,-4.6992,-5.3484,,,,,,,
18.64551,22.58732,12.24184,6.68162,4.25326,5.71161,7.42187,-12.71181,-8.49269,-6.82569,-5.64156,-4.73279,-5.44139,,,,,,,
18.64616,22.55183,12.11474,6.68532,4.29651,5.65942,7.90942,-12.68156,-8.64054,-6.81167,-5.6193,-4.73367,-5.4395,,,,,,,
18.6468,22.30806,12.16425,6.81357,4.20037,5.56812,7.55776,-12.62658,-8.58264,-6.69989,-5.66352,-4.70535,-5.42758,,,,,,,
18.64747,22.10946,11.98892,6.87426,4.25403,5.79886,7.41545,-12.57713,-8.47954,-6.78435,-5.67275,-4.70611,-5.42887,,,,,,,
18.64813,22.13694,11.9129,6.76359,4.20479,5.70343,7.6308,-12.49529,-8.47946,-6.72855,-5.66709,-4.76029,-5.43153,,,,,,,
18.64878,22.11547,11.8602,6.7197,4.19225,5.80854,7.39434,-12.55454,-8.50271,-6.79134,-5.65985,-4.72222,-5.39253,,,,,,,
18.64946,22.39331,12.02589,6.62956,4.20124,5.75421,7.51897,-12.50411,-8.59491,-6.83793,-5.6546,-4.70796,-5.45749,,,,,,,
18.6501,22.08166,12.12065,6.64301,4.27335,5.82194,7.82451,-12.65102,-8.52602,-6.84331,-5.67073,-4.77375,-5.49061,,,,,,,
18.65074,22.64295,12.3669,6.97667,4.49656,5.91038,7.69352,-12.63142,-8.57361,-6.8319,-5.66525,-4.71476,-5.47969,,,,,,,
18.65142,22.70841,12.49979,6.91655,4.31759,5.76503,7.67567,-12.59833,-8.50926,-6.75104,-5.64612,-4.71361,-5.39887,,,,,,,
18.65203,22.39226,12.19497,6.89179,4.1284,5.77631,7.3073,-12.7298,-8.61016,-6.74672,-5.66573,-4.70244,-5.47644,,,,,,,
18.65274,22.09591,11.94608,6.66226,4.20334,5.79221,7.65664,-12.56517,-8.56859,-6.74855,-5.67943,-4.71642,-5.46159,,,,,,,
18.65342,22.46937,11.97359,6.6192,4.15924,5.80387,7.57631,-12.60463,-8.54501,-6.81046,-5.69141,-4.70435,-5.44236,,,,,,,
18.65403,22.23615,11.96912,6.73765,4.24895,5.64593,7.50457,-12.58506,-8.57486,-6.79145,-5.64113,-4.64071,-5.40579,,,,,,,
18.65474,22.63521,12.10689,6.9544,4.23944,5.69163,7.69442,-12.64513,-8.59794,-6.74594,-5.67926,-4.73017,-5.47213,,,,,,,
18.65543,22.64792,12.02464,6.84212,4.22822,5.8996,7.67428,-12.73508,-8.51178,-6.78736,-5.69463,-4.69832,-5.43861,,,,,,,
18.65601,22.18959,12.32303,6.94833,4.40198,5.87581,7.62489,-12.5292,-8.43347,-6.75519,-5.64379,-4.72842,-5.48314,,,,,,,
18.65672,22.44336,12.19248,6.94003,4.50095,5.93394,7.66259,-12.58081,-8.43008,-6.80895,-5.63057,-4.66574,-5.41438,,,,,,,
18.65738,22.17141,12.00605,6.60958,4.21084,5.63117,7.81452,-12.60451,-8.58678,-6.79389,-5.70317,-4.71865,-5.37133,,,,,,,
18.65804,22.2691,12.01999,6.8226,4.26871,5.69904,7.39753,-12.57631,-8.48465,-6.77966,-5.61624,-4.74531,-5.34388,,,,,,,
18.65868,22.27287,12.11259,6.82504,4.27091,5.84804,7.72781,-12.61194,-8.49957,-6.75845,-5.64503,-4.71711,-5.37545,,,,,,,
18.65931,22.20687,11.93004,6.65654,4.23387,5.69524,7.54253,-12.49673,-8.48597,-6.77462,-5.6805,-4.6956,-5.44646,,,,,,,
18.65996,22.14708,11.92397,6.71724,4.18424,5.80221,7.86748,-12.63244,-8.53583,-6.75797,-5.6443,-4.66703,-5.45287,,,,,,,
18.66064,22.46308,12.11827,6.7661,4.12216,5.89478,7.69057,-12.61814,-8.56264,-6.778,-5.64557,-4.73499,-5.38344,,,,,,,
18.66125,22.35484,12.14496,6.68838,4.24452,5.7108,7.67747,-12.47025,-8.52086,-6.6882,-5.64614,-4.69578,-5.40031,,,,,,,
18.66192,22.75389,12.18427,6.97917,4.31696,5.91965,7.46731,-12.7536,-8.62212,-6.79832,-5.63929,-4.69901,-5.37972,,,,,,,
18.66254,22.13938,12.09556,6.77132,4.25309,5.58241,7.24286,-12.61877,-8.56074,-6.75966,-5.63357,-4.75718,-5.37408,,,,,,,
18.66325,22.30189,12.03125,6.76742,4.26751,5.78723,7.78535,-12.53046,-8.46717,-6.81912,-5.6566,-4.70692,-5.48193,,,,,,,
18.66391,21.9732,12.12267,6.80966,4.18694,5.78515,7.51648,-12.44092,-8.43617,-6.81536,-5.65817,-4.71519,-5.4827,,,,,,,
18.66458,22.33127,11.98067,6.74355,4.20003,5.64582,7.56582,-12.55354,-8.44838,-6.85619,-5.6596,-4.71829,-5.49675,,,,,,,
18.66521,22.15976,11.90921,6.7399,4.25359,5.71896,7.62949,-12.57994,-8.50881,-6.83566,-5.6498,-4.71908,-5.44871,,,,,,,
18.66584,22.20769,11.81078,6.74385,4.26789,5.88522,7.58063,-12.43835,-8.46789,-6.73178,-5.64451,-4.69061,-5.5153,,,,,,,
18.66648,22.10152,12.079,6.77788,4.34151,5.80045,7.52299,-12.61268,-8.56348,-6.75321,-5.62292,-4.73655,-5.47522,,,,,,,
18.66706,22.79367,12.31258,6.84382,4.26975,5.72176,7.52322,-12.69041,-8.60716,-6.84915,-5.67957,-4.72426,-5.38694,,,,,,,
18.66776,21.99581,11.98831,6.69318,4.31932,5.93037,7.63774,-12.48144,-8.52886,-6.78661,-5.64243,-4.73126,-5.46161,,,,,,,
18.66842,22.71495,12.13414,6.72746,4.28854,5.8719,7.66961,-12.72799,-8.62156,-6.82404,-5.6234,-4.68936,-5.30855,,,,,,,
18.66904,22.80492,12.20607,6.6424,4.23074,5.87085,7.79871,-12.6962,-8.58437,-6.78609,-5.68715,-4.7322,-5.38294,,,,,,,
18.66974,22.69633,12.12613,6.79434,4.25704,5.96286,7.6001,-12.75311,-8.63286,-6.84381,-5.67149,-4.70714,-5.38216,,,,,,,
18.67033,22.63113,12.18725,6.85094,4.17123,5.61022,7.772,-12.64921,-8.62539,-6.77204,-5.6484,-4.73426,-5.40011,,,,,,,
18.67104,22.49431,12.07836,6.86087,4.24524,5.82582,7.36231,-12.63893,-8.49139,-6.78908,-5.67757,-4.74031,-5.32874,,,,,,,
18.67171,22.30163,11.95869,6.61679,4.23041,5.83764,7.42699,-12.5608,-8.46139,-6.73971,-5.65962,-4.7207,-5.40736,,,,,,,
18.67238,22.60264,12.31984,6.85571,4.43416,5.89546,7.77138,-12.68002,-8.58974,-6.84885,-5.64444,-4.71881,-5.449,,,,,,,
18.67303,22.05948,11.67432,6.81557,4.20559,5.89806,7.72724,-12.56457,-8.49553,-6.76337,-5.63825,-4.69597,-5.43368,,,,,,,
18.67373,21.8875,12.24483,6.96178,4.30728,5.8985,7.53843,-12.48071,-8.50636,-6.73677,-5.62835,-4.68087,-5.55136,,,,,,,
18.67441,22.39352,11.97825,6.70004,4.34489,5.94547,7.5137,-12.72601,-8.37198,-6.80413,-5.63957,-4.72915,-5.44715,,,,,,,
18.675,22.68736,12.39072,6.75393,4.3178,5.81609,7.52954,-12.75291,-8.41222,-6.76859,-5.64191,-4.68343,-5.36885,,,,,,,
18.6757,22.13278,12.14012,6.7383,4.21817,5.76042,7.73485,-12.47199,-8.45898,-6.77901,-5.62635,-4.66373,-5.46906,,,,,,,
18.6764,22.19752,11.93614,6.67127,4.17782,5.58318,7.52361,-12.55605,-8.51277,-6.78849,-5.63658,-4.70122,-5.50562,,,,,,,
18.67709,22.59393,11.97398,6.80673,4.24883,5.85573,7.42872,-12.70924,-8.5479,-6.78494,-5.6629,-4.74086,-5.41339,,,,,,,
18.67768,22.07749,12.07098,6.9538,4.42656,5.99279,7.57438,-12.49854,-8.54777,-6.78299,-5.6321,-4.69329,-5.4164,,,,,,,
18.67838,22.20713,11.82249,6.75378,4.25985,5.82824,7.546,-12.5717,-8.53538,-6.81627,-5.63755,-4.75287,-5.39287,,,,,,,
18.67897,22.08431,12.20998,6.87176,4.32311,5.82598,7.62183,-12.5299,-8.43723,-6.78192,-5.65586,-4.67019,-5.50536,,,,,,,
18.67968,21.92074,12.0457,6.82643,4.23219,5.89874,7.26582,-12.41917,-8.49974,-6.79422,-5.61405,-4.70985,-5.47848,,,,,,,
18.68038,21.98441,12.01817,6.72212,4.20171,5.8011,7.81492,-12.40048,-8.41925,-6.8053,-5.63273,-4.74135,-5.38153,,,,,,,
18.68097,22.00009,12.11775,6.80118,4.29628,5.75529,7.62635,-12.43843,-8.47597,-6.73048,-5.65578,-4.73033,-5.43086,,,,,,,
18.68166,22.22982,12.18482,6.8973,4.22672,5.78704,7.44059,-12.43083,-8.41515,-6.75628,-5.62223,-4.69566,-5.50654,,,,,,,
18.68229,22.23671,12.23453,7.01424,4.31666,5.63671,7.8564,-12.63736,-8.52565,-6.81637,-5.62899,-4.70327,-5.42919,,,,,,,
18.68293,22.54949,12.26767,6.72832,4.27201,5.8612,7.76928,-12.73654,-8.57468,-6.76785,-5.64409,-4.7279,-5.4559,,,,,,,
18.68356,22.1181,12.1444,6.94075,4.43544,5.73665,7.60072,-12.47511,-8.42036,-6.75579,-5.60973,-4.68336,-5.27874,,,,,,,
18.68421,22.44433,12.13505,6.78148,4.26348,5.7961,7.70076,-12.6483,-8.6527,-6.86889,-5.67875,-4.7105,-5.4159,,,,,,,
18.68491,22.76003,12.28995,6.68107,4.45008,5.98261,7.87007,-12.61822,-8.44986,-6.90657,-5.6644,-4.72105,-5.3149,,,,,,,
18.6856,22.67606,12.1075,6.8515,4.42261,5.97066,7.78457,-12.64061,-8.57637,-6.85194,-5.66106,-4.69148,-5.36903,,,,,,,
18.68625,22.22308,11.98381,6.84545,4.32925,5.79331,7.64684,-12.69695,-8.58304,-6.80938,-5.65682,-4.75248,-5.38562,,,,,,,
18.68689,22.65159,12.29406,6.93522,4.31318,5.87642,7.61073,-12.76898,-8.54531,-6.76894,-5.68077,-4.71601,-5.32424,,,,,,,
18.68748,22.43564,11.95517,6.79715,4.2368,5.73985,7.61048,-12.64389,-8.63217,-6.72721,-5.66074,-4.71953,-5.37789,,,,,,,
18.68817,22.75451,12.11669,6.76536,4.37176,5.94135,7.63837,-12.70001,-8.5228,-6.82308,-5.65683,-4.74452,-5.35578,,,,,,,
18.68883,22.04728,12.07029,6.75093,4.28814,5.92144,7.70355,-12.42077,-8.59993,-6.70049,-5.62582,-4.74586,-5.35448,,,,,,,
18.68945,22.57755,12.36637,6.71826,4.22899,5.67734,7.75139,-12.63781,-8.58805,-6.82464,-5.68854,-4.74318,-5.43695,,,,,,,
18.69005,22.31387,12.16232,6.84083,4.18737,5.74638,7.62805,-12.61238,-8.49584,-6.74311,-5.66367,-4.71987,-5.36714,,,,,,,
18.69074,22.3067,11.87294,6.76595,4.25981,5.74797,7.59504,-12.63753,-8.48979,-6.76677,-5.63902,-4.72093,-5.38212,,,,,,,
18.69141,22.27345,11.72276,6.85106,4.2155,5.7041,7.64199,-12.54894,-8.52571,-6.80978,-5.64367,-4.69872,-5.54382,,,,,,,
