A,K,L,M,N,O,P,B,C,D,E,F,G,H,I,J,Q,R,S,T
corrected time (hrs),F3 corr,F5 corr,F7 corr,F9 corr,F11 corr,F13 corr,D3 corr,d5 corr,d7 corr,d9 corr,d11 corr,d13 corr,,,,,,,
18.45894,22.6667,12.12612,6.84604,4.25994,5.80457,7.36676,-12.69366,-8.60826,-6.8346,-5.66092,-4.73959,-5.42072,,,,,,,
18.45958,21.97143,12.04826,6.92616,4.49548,5.86526,7.35612,-12.4328,-8.44949,-6.78182,-5.6623,-4.72038,-5.39156,,,,,,,
18.46023,22.28985,12.02335,6.94385,4.27831,5.67445,7.35338,-12.61993,-8.56214,-6.72143,-5.64228,-4.73369,-5.26348,,,,,,,
18.46081,22.05764,12.03178,6.73408,4.35244,5.83482,7.44037,-12.40921,-8.45163,-6.76936,-5.63932,-4.7096,-5.48032,,,,,,,
18.46152,21.99512,12.11888,6.98592,4.39414,5.73168,7.25786,-12.40968,-8.53131,-6.80167,-5.63871,-4.72673,-5.44594,,,,,,,
18.46222,21.9408,12.07542,6.82811,4.25357,5.71771,7.34671,-12.44485,-8.42304,-6.77931,-5.65343,-4.72827,-5.43512,,,,,,,
18.46281,21.85759,12.03364,6.94463,4.34704,5.83765,7.6111,-12.44867,-8.44706,-6.71341,-5.6615,-4.68215,-5.46194,,,,,,,
18.46352,22.08167,12.1184,6.65541,4.26797,5.66825,7.40544,-12.53024,-8.42482,-6.76173,-5.65516,-4.70944,-5.31557,,,,,,,
18.46421,22.85544,12.32924,6.87799,4.26849,5.61425,7.29412,-12.68129,-8.62932,-6.76459,-5.69951,-4.71477,-5.37733,,,,,,,
18.46485,22.17631,12.00272,6.80169,4.35038,5.51297,7.31406,-12.56419,-8.49975,-6.78111,-5.6532,-4.73192,-5.34739,,,,,,,
18.46548,22.2584,12.16956,6.92353,4.25643,5.49648,7.41892,-12.5462,-8.58332,-6.78607,-5.6339,-4.71523,-5.42557,,,,,,,
18.46607,21.7564,12.2332,7.08286,4.2433,5.66389,7.55594,-12.42527,-8.53878,-6.78586,-5.66649,-4.71504,-5.38258,,,,,,,
18.46677,21.79707,12.23348,6.78414,4.30837,5.82402,7.18387,-12.41054,-8.53277,-6.81555,-5.66225,-4.69889,-5.42206,,,,,,,
18.46743,21.96162,12.05507,6.87024,4.30703,5.70077,7.48944,-12.56289,-8.50863,-6.76274,-5.66311,-4.74645,-5.48012,,,,,,,
18.46809,22.09877,12.21376,6.89493,4.29514,5.58254,7.44056,-12.52687,-8.49814,-6.80574,-5.65952,-4.68849,-5.34529,,,,,,,
18.46874,22.2407,11.9989,6.69215,4.2567,5.68735,7.28509,-12.42896,-8.50482,-6.802,-5.68576,-4.73276,-5.39269,,,,,,,
18.46941,22.64028,12.47244,6.78687,4.34568,5.73216,7.49388,-12.70173,-8.60651,-6.80612,-5.61552,-4.77483,-5.4766,,,,,,,
18.47002,22.08358,12.35209,6.73519,4.41225,5.76007,7.17557,-12.60049,-8.50561,-6.75642,-5.68874,-4.74291,-5.52456,,,,,,,
18.47074,22.28665,11.95785,6.88821,4.22141,5.83982,7.23917,-12.64341,-8.43305,-6.74815,-5.67102,-4.71549,-5.39432,,,,,,,
18.47141,22.15289,12.23586,6.6825,4.17559,5.66607,7.45004,-12.53224,-8.48517,-6.8153,-5.64676,-4.72731,-5.50506,,,,,,,
18.47202,21.97355,12.15055,6.79887,4.19577,5.72289,7.26514,-12.44508,-8.47605,-6.797,-5.67298,-4.67982,-5.43573,,,,,,,
18.47272,21.91693,11.83916,6.64407,4.21798,5.77718,7.40044,-12.48433,-8.38876,-6.72929,-5.66783,-4.79704,-5.43466,,,,,,,
18.47336,21.82408,11.81328,6.90698,4.28111,5.54688,7.47356,-12.42822,-8.48344,-6.79872,-5.65624,-4.76311,-5.40119,,,,,,,
18.474,21.96545,11.74563,6.80445,4.29765,5.57537,7.49009,-12.56871,-8.3902,-6.80078,-5.68259,-4.74158,-5.36771,,,,,,,
18.47469,22.13896,12.05486,6.8721,4.34559,5.71252,7.45214,-12.49771,-8.54002,-6.81062,-5.63699,-4.76515,-5.37986,,,,,,,
18.47533,22.19083,12.35189,6.90763,4.24564,5.64781,7.40256,-12.60406,-8.53079,-6.77776,-5.65897,-4.75174,-5.40507,,,,,,,
18.47596,22.40415,11.92363,6.90463,4.18443,5.79386,7.41434,-12.69377,-8.52964,-6.76951,-5.68728,-4.73278,-5.50898,,,,,,,
18.4766,22.02773,11.98084,6.83684,4.33009,5.66349,7.19361,-12.52912,-8.48573,-6.79467,-5.64993,-4.74839,-5.47256,,,,,,,
18.47723,22.62877,12.20254,6.92334,4.36754,5.92745,7.58208,-12.62735,-8.56304,-6.82453,-5.64872,-4.72003,-5.40824,,,,,,,
18.47787,22.42813,12.1679,7.02833,4.25321,5.70144,7.25506,-12.69355,-8.55148,-6.76801,-5.68896,-4.73452,-5.32091,,,,,,,
18.47853,22.70259,12.02084,6.77984,4.34201,5.65305,7.68812,-12.68328,-8.53769,-6.81683,-5.67177,-4.71632,-5.3462,,,,,,,
18.4792,22.51201,12.16624,6.73918,4.35308,5.88638,7.60054,-12.71432,-8.65,-6.79345,-5.65342,-4.75019,-5.43008,,,,,,,
18.47982,22.75679,12.28919,6.9339,4.31471,5.67996,7.39152,-12.74326,-8.66768,-6.78937,-5.67094,-4.71734,-5.3839,,,,,,,
18.48051,22.3499,12.05146,6.67015,4.28607,5.738,7.4735,-12.54788,-8.51519,-6.82339,-5.67756,-4.74856,-5.42694,,,,,,,
18.48111,22.34325,12.04961,6.76569,4.28203,5.52826,7.55166,-12.58931,-8.50866,-6.77238,-5.68296,-4.73185,-5.36717,,,,,,,
18.48178,22.32501,12.46111,6.86294,4.2004,5.80494,7.82251,-12.59306,-8.54592,-6.75009,-5.68278,-4.72356,-5.4245,,,,,,,
18.48243,22.27466,12.26494,6.82936,4.28987,5.61573,7.51781,-12.66418,-8.6594,-6.73581,-5.69164,-4.73504,-5.42899,,,,,,,
18.48306,22.19614,11.86714,6.80222,4.2479,5.57793,7.36534,-12.65198,-8.58216,-6.75178,-5.6828,-4.74983,-5.43517,,,,,,,
18.48364,22.20262,12.12659,6.72381,4.26914,5.72773,6.97522,-12.61164,-8.45034,-6.80075,-5.67797,-4.77312,-5.36181,,,,,,,
18.48434,22.28663,11.99297,6.67797,4.23801,5.67872,7.63401,-12.70424,-8.51723,-6.80456,-5.69168,-4.74212,-5.45978,,,,,,,
18.48503,22.43085,12.4513,6.75467,4.24104,5.70367,7.16688,-12.63883,-8.70377,-6.78575,-5.68254,-4.7731,-5.42543,,,,,,,
18.48567,22.44855,11.92293,6.83899,4.24813,5.58661,7.31283,-12.68445,-8.56427,-6.76685,-5.67857,-4.79445,-5.42703,,,,,,,
18.48631,21.99522,12.22967,6.93305,4.32844,5.66914,7.40828,-12.4779,-8.53711,-6.78985,-5.68466,-4.73016,-5.39906,,,,,,,
18.48699,22.54085,12.23951,6.72069,4.17872,5.6918,7.8347,-12.69395,-8.62775,-6.79402,-5.69677,-4.74674,-5.30803,,,,,,,
18.48766,22.23764,12.03072,6.75389,4.23832,5.51103,7.25455,-12.7214,-8.51999,-6.8119,-5.67401,-4.75111,-5.47018,,,,,,,
18.48832,22.23226,12.0538,6.77563,4.13734,5.51994,7.49117,-12.59405,-8.5259,-6.77238,-5.65811,-4.67358,-5.42831,,,,,,,
18.489,22.24229,12.12989,6.6148,4.2195,5.60599,7.46298,-12.5729,-8.57227,-6.77219,-5.68357,-4.66841,-5.42111,,,,,,,
18.4896,22.30183,11.93702,6.92934,4.27593,5.6449,7.37359,-12.60531,-8.69567,-6.79903,-5.6877,-4.68973,-5.42189,,,,,,,
18.49031,22.4199,12.2216,6.85325,4.23824,5.67673,7.48433,-12.68525,-8.60131,-6.7794,-5.66961,-4.70393,-5.44729,,,,,,,
18.49098,22.64604,12.11365,6.94843,4.30498,5.67379,7.36556,-12.71994,-8.59266,-6.84593,-5.70857,-4.72549,-5.38934,,,,,,,
18.49164,22.17312,12.07767,6.77351,4.31572,5.62437,7.52521,-12.49803,-8.52191,-6.82873,-5.6645,-4.69947,-5.41709,,,,,,,
18.49227,22.17631,12.12922,6.80754,4.19533,5.63534,7.04863,-12.54174,-8.60711,-6.82337,-5.66903,-4.70163,-5.43832,,,,,,,
18.4929,22.15022,12.28451,6.79745,4.23352,5.71481,7.26723,-12.55265,-8.62064,-6.75831,-5.66212,-4.67936,-5.42883,,,,,,,
18.49354,22.16061,12.25277,6.90114,4.27696,5.75796,7.53769,-12.56212,-8.44205,-6.74926,-5.66612,-4.71198,-5.48087,,,,,,,
18.49417,22.29555,12.14214,6.75538,4.37581,5.78825,7.32034,-12.51417,-8.37883,-6.86162,-5.62839,-4.69262,-5.39378,,,,,,,
18.49482,21.96704,12.08765,6.86485,4.21921,5.62752,7.45589,-12.46318,-8.59336,-6.78111,-5.65682,-4.74755,-5.47748,,,,,,,
18.4955,22.00467,11.94286,6.715,4.19983,5.66377,7.336,-12.56863,-8.44952,-6.82042,-5.65442,-4.71723,-5.44051,,,,,,,
18.49611,22.60274,12.09877,6.89118,4.25521,5.50702,7.34464,-12.66422,-8.61594,-6.78971,-5.67804,-4.7351,-5.35745,,,,,,,
18.49682,22.21431,12.21705,6.83207,4.37868,5.78571,7.33028,-12.48083,-8.53234,-6.71731,-5.64794,-4.66877,-5.26805,,,,,,,
18.49752,22.26751,12.05104,6.55092,4.23475,5.69037,7.55733,-12.69373,-8.49672,-6.78856,-5.69476,-4.75104,-5.43041,,,,,,,
18.49811,22.26357,11.98609,6.76679,4.2705,5.56684,7.46305,-12.55765,-8.39417,-6.7142,-5.67538,-4.70434,-5.39669,,,,,,,
18.49882,22.21718,12.41366,6.8827,4.26954,5.62649,7.41526,-12.48464,-8.51388,-6.86265,-5.62374,-4.76713,-5.42074,,,,,,,
18.49952,22.09645,12.20835,6.82605,4.29551,5.5439,7.2667,-12.57832,-8.57181,-6.69596,-5.66308,-4.74319,-5.45879,,,,,,,
18.50019,22.06747,11.94841,6.82667,4.37233,5.72908,7.05003,-12.46571,-8.42017,-6.80919,-5.66209,-4.75963,-5.45092,,,,,,,
18.50085,21.97776,11.93801,6.79664,4.26555,5.77612,7.43758,-12.50199,-8.51713,-6.71714,-5.65406,-4.68437,-5.40275,,,,,,,
18.50148,22.34791,12.21947,6.73145,4.31326,5.79984,7.29223,-12.66976,-8.55446,-6.77911,-5.65024,-4.81582,-5.45046,,,,,,,
18.50206,22.71397,12.1199,6.7932,4.63229,6.06587,7.35624,-12.66333,-8.51369,-6.84299,-5.62883,-4.76262,-5.44764,,,,,,,
18.50276,22.04912,11.86576,6.8109,4.27778,5.70178,7.50595,-12.44689,-8.44575,-6.79707,-5.63077,-4.74003,-5.42654,,,,,,,
18.50345,21.83987,12.07252,6.71661,4.24405,5.77034,7.78657,-12.41529,-8.4956,-6.76137,-5.63817,-4.71449,-5.39634,,,,,,,
18.50409,22.51929,12.41382,6.89473,4.47639,5.61367,7.41557,-12.74801,-8.6021,-6.79739,-5.64506,-4.72342,-5.34265,,,,,,,
18.50475,22.68098,12.18642,6.9627,4.41168,5.85906,7.48186,-12.72776,-8.45188,-6.85382,-5.64962,-4.7137,-5.40531,,,,,,,
18.50545,22.05061,12.08534,6.66867,4.16532,5.63915,7.30606,-12.42365,-8.47902,-6.78446,-5.67058,-4.75317,-5.44094,,,,,,,
18.50604,21.98208,12.15825,6.76841,4.22465,5.70354,7.50401,-12.49742,-8.51377,-6.70283,-5.65894,-4.75616,-5.41395,,,,,,,
18.50674,22.53737,12.19264,6.77937,4.27927,5.49785,7.16417,-12.74742,-8.51182,-6.77079,-5.67622,-4.75756,-5.49169,,,,,,,
18.50738,22.49317,12.26072,6.9508,4.51827,5.67039,7.55111,-12.62797,-8.51652,-6.73341,-5.62542,-4.71843,-5.33385,,,,,,,
18.50802,21.96708,12.26395,6.83609,4.29674,5.79026,7.34811,-12.5062,-8.52452,-6.75017,-5.66934,-4.72024,-5.33839,,,,,,,
18.50865,22.46248,12.6131,6.88214,4.29169,5.69025,7.13257,-12.69573,-8.61182,-6.70796,-5.66457,-4.69745,-5.25947,,,,,,,
18.50928,22.46675,12.04277,6.65001,4.15944,5.63937,7.26554,-12.68482,-8.61827,-6.7623,-5.69378,-4.71418,-5.41168,,,,,,,
18.50992,22.43689,12.13111,6.82134,4.355,5.5574,7.04542,-12.6507,-8.46257,-6.83493,-5.65972,-4.76772,-5.41353,,,,,,,
18.51055,22.21986,12.11555,6.92914,4.37659,5.75962,7.21029,-12.59924,-8.57128,-6.84295,-5.65956,-4.77997,-5.35411,,,,,,,
18.51114,21.98799,12.15956,6.82547,4.23414,5.72492,7.35969,-12.58188,-8.46945,-6.80004,-5.69243,-4.76442,-5.44937,,,,,,,
18.51184,22.19035,11.7446,6.7794,4.27081,5.65952,7.56544,-12.61609,-8.46811,-6.80675,-5.66444,-4.74599,-5.46797,,,,,,,
18.5125,22.48173,11.89835,6.63362,4.13336,5.60457,7.34936,-12.67345,-8.56938,-6.84188,-5.68483,-4.73263,-5.38503,,,,,,,
18.51312,22.47889,11.9552,6.79007,4.21078,5.71964,7.29914,-12.68049,-8.59564,-6.76462,-5.67653,-4.73225,-5.39371,,,,,,,
18.51383,21.96769,12.04399,6.79877,4.27566,5.59151,7.21824,-12.66489,-8.52871,-6.76725,-5.62822,-4.74852,-5.44486,,,,,,,
18.5145,22.09306,11.87157,6.84938,4.24953,5.84331,7.14706,-12.56911,-8.48431,-6.77836,-5.65816,-4.67876,-5.48406,,,,,,,
18.51511,21.99926,12.1463,6.81958,4.25765,5.74234,7.31209,-12.5038,-8.47999,-6.7673,-5.66511,-4.76059,-5.48528,,,,,,,
18.51581,22.1226,11.83367,6.74737,4.31617,5.78764,7.64812,-12.5117,-8.46957,-6.82654,-5.63715,-4.73989,-5.50078,,,,,,,
18.51645,22.18166,12.16312,6.78119,4.28206,5.60854,7.45126,-12.6043,-8.4679,-6.82406,-5.66227,-4.73265,-5.43229,,,,,,,
18.5171,22.33156,11.98446,6.71635,4.21475,5.63721,7.43397,-12.61878,-8.51413,-6.91099,-5.65736,-4.73918,-5.40381,,,,,,,
18.51778,22.16532,12.04596,6.79016,4.36292,5.68825,7.53561,-12.58667,-8.56457,-6.74699,-5.65977,-4.78015,-5.38379,,,,,,,
18.51845,22.40464,12.04891,6.96784,4.23955,5.87908,7.59766,-12.75336,-8.51704,-6.78582,-5.6418,-4.70757,-5.45033,,,,,,,
18.51908,22.18357,12.24107,6.69629,4.12957,5.54362,7.54453,-12.63009,-8.51526,-6.77508,-5.68408,-4.72948,-5.45083,,,,,,,
18.51977,22.14047,12.06287,6.92879,4.2623,5.76572,7.65175,-12.61348,-8.58605,-6.86827,-5.66904,-4.73806,-5.49216,,,,,,,
18.52045,22.09025,12.3093,6.73049,4.21961,5.6132,7.42569,-12.66166,-8.5946,-6.80261,-5.68183,-4.73365,-5.35904,,,,,,,
18.52105,22.24658,12.10563,6.82982,4.17778,5.68542,7.67825,-12.60157,-8.6092,-6.76124,-5.65469,-4.76563,-5.32709,,,,,,,
18.52175,22.64282,12.16807,6.73915,4.19114,5.63985,7.33787,-12.69517,-8.50093,-6.81901,-5.67187,-4.7322,-5.49719,,,,,,,
18.52233,22.46055,12.16754,6.75712,4.31146,5.46817,7.07466,-12.65425,-8.61984,-6.77164,-5.68728,-4.74578,-5.46189,,,,,,,
18.52305,22.37439,12.15307,6.93852,4.30892,5.54638,7.52479,-12.61714,-8.53234,-6.80076,-5.67617,-4.73496,-5.38706,,,,,,,
18.52373,22.16022,12.21844,6.93821,4.35191,5.7233,7.48334,-12.52166,-8.47541,-6.75956,-5.67146,-4.74326,-5.38675,,,,,,,
18.52434,22.27974,12.22778,6.82747,4.21187,5.73932,7.94935,-12.68253,-8.63082,-6.81663,-5.69654,-4.73734,-5.41098,,,,,,,
18.52505,22.29602,12.21601,6.7191,4.30358,5.68222,7.05259,-12.61121,-8.57671,-6.80367,-5.65841,-4.78291,-5.40195,,,,,,,
18.52573,22.39717,12.12544,6.795,4.23927,5.84033,7.39327,-12.68516,-8.52035,-6.81189,-5.6627,-4.78584,-5.52468,,,,,,,
18.52637,22.36927,12.07356,6.77625,4.1763,5.73554,7.3262,-12.63744,-8.50529,-6.79439,-5.71465,-4.73936,-5.28068,,,,,,,
18.527,22.55197,12.15508,6.71654,4.20586,5.715,7.46783,-12.67562,-8.5895,-6.77934,-5.68216,-4.73631,-5.53852,,,,,,,
18.52764,22.58335,12.15421,6.81063,4.34908,5.64347,7.79335,-12.67176,-8.64588,-6.75702,-5.68285,-4.7276,-5.49003,,,,,,,
18.52827,22.33218,12.14906,6.81426,4.25187,5.77754,7.64145,-12.80002,-8.60378,-6.77035,-5.6828,-4.75987,-5.39976,,,,,,,
18.52885,22.01745,12.31359,6.9335,4.32774,5.72035,7.30329,-12.47366,-8.49013,-6.78344,-5.65745,-4.78095,-5.42747,,,,,,,
18.52953,22.53015,12.06479,6.74855,4.19247,5.81746,7.35305,-12.53303,-8.62182,-6.7947,-5.68302,-4.71811,-5.4613,,,,,,,
18.53013,22.11062,11.85686,6.84151,4.20601,5.66921,7.54908,-12.48636,-8.5844,-6.91403,-5.67224,-4.74769,-5.43949,,,,,,,
18.53084,22.24685,12.06842,6.59392,4.22638,5.53872,7.2284,-12.46234,-8.48417,-6.73201,-5.66326,-4.71743,-5.48255,,,,,,,
18.53153,21.95702,11.94045,6.70851,4.20599,5.69957,7.31091,-12.4624,-8.54519,-6.74867,-5.64409,-4.7404,-5.53648,,,,,,,
18.53213,22.26377,12.05116,6.88237,4.32335,5.74612,7.26991,-12.52123,-8.41637,-6.7438,-5.68221,-4.67352,-5.43454,,,,,,,
18.53284,22.07304,11.95648,6.78434,4.26692,5.71132,7.20232,-12.56172,-8.58218,-6.75515,-5.67445,-4.69925,-5.42535,,,,,,,
18.53351,22.37105,12.2934,6.70997,4.28552,5.72943,7.61058,-12.63559,-8.4734,-6.85058,-5.68895,-4.73007,-5.32279,,,,,,,
18.53417,22.17118,12.13436,6.67456,4.37322,5.86762,7.40517,-12.44392,-8.4596,-6.74398,-5.65277,-4.72489,-5.42538,,,,,,,
18.5348,22.2347,11.98833,6.72216,4.13962,5.65917,7.36449,-12.56217,-8.56357,-6.76105,-5.65565,-4.72841,-5.39392,,,,,,,
18.53544,21.99593,12.21522,6.89119,4.25093,5.5998,7.55653,-12.48131,-8.44078,-6.74324,-5.65186,-4.72832,-5.35701,,,,,,,
18.53606,22.40851,12.08574,6.8114,4.30718,5.93213,7.34773,-12.72468,-8.38686,-6.79014,-5.63058,-4.75751,-5.54532,,,,,,,
18.5367,22.47151,12.26588,6.74637,4.37609,5.70457,7.4597,-12.65994,-8.54076,-6.87959,-5.6648,-4.76615,-5.37795,,,,,,,
18.53733,22.63578,11.99741,6.74331,4.31877,5.74152,7.44473,-12.72987,-8.6298,-6.75864,-5.66492,-4.76142,-5.3592,,,,,,,
18.53797,22.49862,12.14789,6.89,4.42043,5.72993,7.41509,-12.74868,-8.56925,-6.82502,-5.65443,-4.69591,-5.4212,,,,,,,
18.53862,22.21333,12.15776,6.87141,4.31095,5.83583,7.54822,-12.61708,-8.53592,-6.79944,-5.64972,-4.7361,-5.38006,,,,,,,
18.53933,22.48424,12.14659,6.78914,4.227,5.80464,7.84473,-12.73125,-8.60141,-6.81273,-5.67133,-4.7179,-5.39761,,,,,,,
18.53991,21.94316,12.12064,7.01704,4.37558,5.80975,7.27884,-12.37855,-8.49648,-6.79247,-5.63145,-4.69922,-5.38666,,,,,,,
18.54063,22.44111,12.00495,6.69763,4.37725,5.76395,7.68487,-12.655,-8.46349,-6.7483,-5.6712,-4.76788,-5.43643,,,,,,,
18.54133,22.60738,11.99285,6.86718,4.39783,5.96012,7.47698,-12.73962,-8.48558,-6.69254,-5.6726,-4.75736,-5.49084,,,,,,,
18.54197,22.5015,12.05421,6.70656,4.30106,5.80078,7.61409,-12.60432,-8.56567,-6.81889,-5.67552,-4.73492,-5.45985,,,,,,,
18.5426,22.67514,11.97005,6.87517,4.35867,5.80119,7.38257,-12.69891,-8.55423,-6.7688,-5.64526,-4.68198,-5.33274,,,,,,,
18.54324,22.45174,11.82555,6.86662,4.37985,5.63893,7.49846,-12.60107,-8.42581,-6.78021,-5.64317,-4.73439,-5.41553,,,,,,,
18.54388,22.79361,12.03459,6.82799,4.25521,5.85759,7.20803,-12.77662,-8.64997,-6.7541,-5.66591,-4.72398,-5.50755,,,,,,,
18.54457,22.1967,12.45066,6.77712,4.40309,5.79862,7.55585,-12.5209,-8.49672,-6.82283,-5.64938,-4.77877,-5.42139,,,,,,,
18.54516,22.18088,12.06106,6.83995,4.29989,5.75727,7.29021,-12.51211,-8.38568,-6.76608,-5.65998,-4.70526,-5.44301,,,,,,,
18.54586,22.73938,12.29127,6.98403,4.331,5.78125,7.60422,-12.63911,-8.57466,-6.80957,-5.66146,-4.72985,-5.42097,,,,,,,
18.54655,22.56446,12.07106,6.83651,4.44598,5.71881,7.69917,-12.68101,-8.5265,-6.79313,-5.65521,-4.74582,-5.42014,,,,,,,
18.54719,22.75732,12.11068,6.89934,4.25418,5.74017,7.50121,-12.70392,-8.63591,-6.74264,-5.67188,-4.74054,-5.35886,,,,,,,
18.54784,22.93515,12.14854,6.93028,4.37221,5.73443,7.37013,-12.70622,-8.51881,-6.80662,-5.64216,-4.7052,-5.43064,,,,,,,
18.54854,22.21686,12.3383,6.90709,4.32892,5.66635,7.30472,-12.48959,-8.49053,-6.7919,-5.6421,-4.76331,-5.47912,,,,,,,
18.54919,22.59949,12.26329,6.75968,4.20474,5.66759,7.35999,-12.71638,-8.5972,-6.77832,-5.68717,-4.77203,-5.51524,,,,,,,
18.54983,22.43021,12.18793,6.86562,4.35815,5.82406,7.28095,-12.48561,-8.59993,-6.76924,-5.64604,-4.76484,-5.39755,,,,,,,
18.55042,22.10206,12.36367,6.91076,4.24212,5.67209,7.34995,-12.49757,-8.54736,-6.79553,-5.64866,-4.72221,-5.36321,,,,,,,
18.55111,22.54061,12.15289,6.78283,4.35575,5.72433,7.76524,-12.62797,-8.55414,-6.81637,-5.66831,-4.74322,-5.44492,,,,,,,
18.55169,22.50742,12.29924,6.89149,4.26181,5.54584,7.37802,-12.6481,-8.55593,-6.82564,-5.68478,-4.73545,-5.46774,,,,,,,
18.55237,22.24391,12.36492,6.81323,4.25573,5.6534,7.46778,-12.62588,-8.58366,-6.83858,-5.68685,-4.73839,-5.41158,,,,,,,
18.55296,22.073,12.0712,6.79228,4.19499,5.66176,7.47372,-12.54809,-8.52726,-6.81947,-5.65587,-4.71008,-5.41567,,,,,,,
18.55364,22.11794,11.95743,6.66672,4.27252,5.75122,7.47897,-12.49497,-8.60655,-6.79646,-5.63784,-4.71494,-5.38924,,,,,,,
18.55428,22.16657,11.92642,6.71624,4.31762,5.68459,7.27377,-12.56801,-8.58272,-6.80837,-5.63881,-4.74455,-5.48177,,,,,,,
18.55492,22.27921,12.07272,6.8713,4.38818,5.75016,7.60275,-12.5112,-8.5019,-6.77706,-5.64052,-4.75914,-5.35922,,,,,,,
18.5556,22.52855,12.17787,6.81239,4.66108,5.94549,7.68725,-12.67742,-8.61405,-6.8285,-5.67048,-4.73108,-5.3494,,,,,,,
18.55621,22.21427,11.89834,6.87477,4.26431,5.67793,7.15459,-12.61014,-8.52456,-6.7713,-5.65454,-4.78212,-5.38287,,,,,,,
18.55692,22.24592,12.00988,6.84543,4.323,5.78257,7.71846,-12.53185,-8.43675,-6.72891,-5.67857,-4.72331,-5.41015,,,,,,,
18.5576,22.01025,12.20243,6.71485,4.18496,5.71488,7.02865,-12.50967,-8.49808,-6.87901,-5.66896,-4.69329,-5.60414,,,,,,,
18.55827,22.12788,12.14583,6.93553,4.2732,5.56754,7.18889,-12.55456,-8.46422,-6.77584,-5.65197,-4.70302,-5.47088,,,,,,,
18.55891,22.08843,12.02057,6.81296,4.22359,5.72166,7.38206,-12.46144,-8.45188,-6.82971,-5.68255,-4.72162,-5.33035,,,,,,,
18.55949,22.03429,12.09265,6.72201,4.11067,5.80061,7.49873,-12.48747,-8.50344,-6.77665,-5.66923,-4.75786,-5.42381,,,,,,,
18.56019,22.1751,11.96995,6.90266,4.53995,5.82473,7.46322,-12.55603,-8.45713,-6.7821,-5.65651,-4.75181,-5.33309,,,,,,,
18.56088,22.62327,12.17488,6.79433,4.20413,5.7658,7.8171,-12.7333,-8.61405,-6.77102,-5.68225,-4.75506,-5.39941,,,,,,,
18.56147,22.1013,12.08395,6.81319,4.22997,5.72571,7.38595,-12.47725,-8.47691,-6.81595,-5.67947,-4.7423,-5.34613,,,,,,,
18.56215,22.37411,11.97745,6.79971,4.30952,5.79923,7.41076,-12.63282,-8.41064,-6.81354,-5.65988,-4.7277,-5.36487,,,,,,,
18.56279,22.37149,12.32798,6.81267,4.32449,5.74265,7.5665,-12.64388,-8.55504,-6.87512,-5.67741,-4.74827,-5.42987,,,,,,,
18.56342,22.48102,12.05138,6.73862,4.23368,6.01435,7.63984,-12.70819,-8.58482,-6.7758,-5.67579,-4.72773,-5.404,,,,,,,
18.56406,22.60607,12.35007,6.88382,4.19268,5.80306,7.38682,-12.66739,-8.54731,-6.75586,-5.68238,-4.7015,-5.39706,,,,,,,
18.5647,22.52106,12.2102,6.86816,4.26997,5.75855,7.43297,-12.7035,-8.53937,-6.82067,-5.65474,-4.74266,-5.29382,,,,,,,
18.5654,22.12459,11.80516,6.98138,4.37477,5.96785,7.57112,-12.47267,-8.4426,-6.79057,-5.64424,-4.7127,-5.34715,,,,,,,
18.56599,22.14514,12.34416,6.66519,4.16024,5.59867,7.17085,-12.70662,-8.58159,-6.73811,-5.64922,-4.78482,-5.39763,,,,,,,
18.56668,22.49684,12.02915,6.94685,4.39523,5.86697,7.70185,-12.62594,-8.60971,-6.80442,-5.65757,-4.70683,-5.42559,,,,,,,
18.56728,22.47419,12.44888,6.69837,4.21632,5.76362,7.49051,-12.59218,-8.63255,-6.81136,-5.71241,-4.72239,-5.52057,,,,,,,
18.56797,22.22753,12.00428,6.90747,4.18505,5.57832,7.55731,-12.59371,-8.55974,-6.80751,-5.70144,-4.73767,-5.49519,,,,,,,
18.56862,22.18957,12.11707,6.83056,4.23894,5.59398,7.43994,-12.57834,-8.54806,-6.81226,-5.63785,-4.75783,-5.45157,,,,,,,
18.56925,22.20607,12.02016,6.78311,4.20051,5.66466,7.52521,-12.55892,-8.60145,-6.81454,-5.67197,-4.74229,-5.48048,,,,,,,
18.56989,22.12418,11.96042,6.74089,4.17788,5.56408,7.42344,-12.616,-8.53682,-6.80793,-5.67298,-4.76925,-5.46875,,,,,,,
18.57051,22.5678,12.07963,6.69663,4.5661,6.00399,7.34618,-12.74373,-8.57819,-6.82912,-5.64626,-4.76579,-5.38439,,,,,,,
18.5711,22.26482,12.17181,6.76477,4.27456,5.73119,7.40092,-12.57796,-8.55557,-6.7567,-5.63589,-4.71833,-5.40524,,,,,,,
18.57178,22.24765,12.09638,6.78352,4.29133,5.73509,7.6177,-12.53641,-8.53355,-6.72779,-5.64565,-4.71783,-5.46408,,,,,,,
18.57237,22.20721,12.25761,6.74073,4.29639,5.76616,7.38779,-12.59309,-8.37186,-6.74497,-5.65062,-4.70051,-5.45287,,,,,,,
18.57305,22.36721,12.16445,6.63823,4.42686,5.94105,7.53451,-12.7433,-8.62436,-6.8032,-5.65356,-4.74704,-5.40894,,,,,,,
18.5737,22.45511,12.24736,6.85511,4.22291,5.72212,7.38323,-12.59828,-8.65641,-6.78982,-5.67395,-4.71374,-5.27729,,,,,,,
18.57433,22.56542,12.20542,6.78186,4.38226,5.8275,7.70895,-12.73251,-8.60034,-6.80393,-5.65424,-4.72617,-5.43861,,,,,,,
